,AL Date COW,AL Data COW,AK Date COW,AK Data COW,AZ Date COW,AZ Data COW,AR Date COW,AR Data COW,CA Date COW,CA Data COW,CO Date COW,CO Data COW,CT Date COW,CT Data COW,DC Date COW,DC Data COW,DE Date COW,DE Data COW,FL Date COW,FL Data COW,GA Date COW,GA Data COW,HI Date COW,HI Data COW,ID Date COW,ID Data COW,IL Date COW,IL Data COW,IN Date COW,IN Data COW,IA Date COW,IA Data COW,KS Date COW,KS Data COW,KY Date COW,KY Data COW,LA Date COW,LA Data COW,ME Date COW,ME Data COW,MD Date COW,MD Data COW,MA Date COW,MA Data COW,MI Date COW,MI Data COW,MN Date COW,MN Data COW,MS Date COW,MS Data COW,MO Date COW,MO Data COW,MT Date COW,MT Data COW,NE Date COW,NE Data COW,NV Date COW,NV Data COW,NH Date COW,NH Data COW,NJ Date COW,NJ Data COW,NM Date COW,NM Data COW,NY Date COW,NY Data COW,NC Date COW,NC Data COW,ND Date COW,ND Data COW,OH Date COW,OH Data COW,OK Date COW,OK Data COW,OR Date COW,OR Data COW,PA Date COW,PA Data COW,RI Date COW,RI Data COW,SC Date COW,SC Data COW,SD Date COW,SD Data COW,TN Date COW,TN Data COW,TX Date COW,TX Data COW,UT Date COW,UT Data COW,VT Date COW,VT Data COW,VA Date COW,VA Data COW,WA Date COW,WA Data COW,WV Date COW,WV Data COW,WI Date COW,WI Data COW,WY Date COW,WY Data COW,TOTAL
52,201401,4495.65888,201401,58.25594,201401,3916.03012,201401,3072.8372,201401,24.74067,201401,3174.04061,201401,171.7483,0.0,0.0,201401,167.31803,201401,4695.53604,201401,4997.14404,201401,133.20984,201401,8.42071,201401,8232.37398,201401,9886.83589,201401,3067.31742,201401,2606.86785,201401,8188.39165,201401,1930.10763,201401,15.74255,201401,2328.00526,201401,552.83138,201401,5025.57814,201401,2690.19123,201401,1109.30275,201401,7183.6765,201401,1369.57104,201401,2314.68072,201401,669.76166,201401,317.45072,201401,399.25357,201401,1408.19556,201401,831.08863,201401,5750.9515,201401,2649.85478,201401,9719.82203,201401,2796.00116,201401,404.84706,201401,8385.5934,0.0,0.0,201401,2823.25631,201401,226.39003,201401,3518.55598,201401,13115.95959,201401,3114.27701,0.0,0.0,201401,2665.42755,201401,948.35482,201401,7496.27697,201401,4388.09675,201401,4051.53918,157097.36862999995
53,201312,3720.24215,201312,53.86546,201312,3810.2552,201312,3035.64471,201312,28.54378,201312,2986.60502,201312,209.4028,0.0,0.0,201312,119.83914,201312,3766.42904,201312,3793.14351,201312,134.51295,201312,12.23569,201312,8431.50757,201312,8663.08867,201312,3120.22108,201312,2562.00448,201312,7634.20443,201312,1701.8289,201312,9.36821,201312,1383.06753,201312,696.56801,201312,5018.24347,201312,2503.09324,201312,742.25238,201312,6506.77889,201312,1160.56088,201312,2464.67321,201312,506.47052,201312,256.59709,201312,168.19835,201312,1646.00957,201312,567.2581,201312,3382.63724,201312,2472.16464,201312,9057.07303,201312,2820.48395,201312,401.70733,201312,7754.32915,0.0,0.0,201312,2068.45709,201312,249.40125,201312,1933.18322,201312,13797.4582,201312,3076.65084,0.0,0.0,201312,2029.6937,201312,843.20346,201312,6352.894,201312,4150.92711,201312,4056.68718,141859.66542
54,201311,3615.62218,201311,55.34585,201311,3392.43393,201311,2014.82851,201311,30.41019,201311,2770.34436,201311,46.117,0.0,0.0,201311,141.74219,201311,3468.20486,201311,2881.92054,201311,124.08163,201311,11.70912,201311,6746.84991,201311,7356.2444,201311,2127.8643,201311,2121.05597,201311,6174.23502,201311,1333.44901,201311,4.74419,201311,1348.03089,201311,327.33384,201311,4635.50351,201311,1922.1907,201311,590.7686,201311,5992.57679,201311,1074.17807,201311,2203.78616,201311,326.52232,201311,31.08734,201311,125.98678,201311,2132.49394,201311,165.02239,201311,4213.35294,201311,2172.78085,201311,6878.82941,201311,2598.21715,201311,395.11613,201311,5614.8756,0.0,0.0,201311,2226.13389,201311,252.77943,201311,2194.26113,201311,10512.85317,201311,2781.72505,0.0,0.0,201311,1782.35824,201311,737.47544,201311,6258.11034,201311,3074.16237,201311,3954.01416,120939.72978999998
55,201310,4031.6635,201310,54.73491,201310,3694.15563,201310,2240.12065,201310,46.36194,201310,2563.37799,201310,-1.32042,0.0,0.0,201310,147.1282,201310,3981.49305,201310,2768.44502,201310,121.10066,201310,11.82619,201310,7368.78918,201310,7362.87873,201310,2176.72252,201310,2146.3685,201310,6491.23851,201310,1219.64268,201310,3.05369,201310,1288.83071,201310,8.37408,201310,4540.51822,201310,2006.01397,201310,572.0193,201310,5850.82288,201310,1127.03077,201310,2267.69179,201310,274.38885,201310,0.31995,201310,122.49095,201310,2000.00478,201310,192.52721,201310,3477.6336,201310,2188.59823,201310,6730.66777,201310,2123.44381,201310,401.34696,201310,5070.69878,0.0,0.0,201310,1931.16268,201310,188.22232,201310,1928.5183,201310,11562.51528,201310,3062.50718,0.0,0.0,201310,1481.95203,201310,911.25799,201310,6323.98558,201310,2957.93132,201310,3977.13656,120996.39297999999
56,201309,4418.15727,201309,54.19169,201309,3744.77098,201309,2910.65909,201309,100.76612,201309,2396.75925,201309,6.89725,0.0,0.0,201309,126.14479,201309,4203.02009,201309,3967.71799,201309,128.67485,201309,5.64502,201309,7708.14502,201309,7576.34261,201309,2660.24358,201309,2652.97199,201309,6899.10914,201309,2167.12124,201309,2.83279,201309,1174.34216,201309,95.88982,201309,4725.84567,201309,1754.46194,201309,751.30655,201309,5948.35612,201309,1141.25457,201309,2270.48729,201309,406.60821,201309,13.70058,201309,132.58,201309,1906.41537,201309,176.80281,201309,3735.60694,201309,1927.1476,201309,7451.03707,201309,2749.65045,201309,374.53129,201309,6914.95515,0.0,0.0,201309,2037.53868,201309,236.37552,201309,2758.58358,201309,13769.73793,201309,2966.8527,0.0,0.0,201309,1541.42336,201309,820.67528,201309,6523.58316,201309,3316.21868,201309,3758.29809,133110.43733000002
57,201308,4691.31095,201308,54.29455,201308,3917.2158,201308,3262.29588,201308,111.2612,201308,3253.87889,201308,-1.98016,0.0,0.0,201308,156.64423,201308,4704.10653,201308,4398.40804,201308,134.22916,201308,1.73486,201308,7976.45674,201308,8184.28597,201308,3588.54698,201308,2979.47808,201308,7712.97052,201308,2046.2518,201308,3.12576,201308,1386.4427,201308,155.52926,201308,5322.74861,201308,2243.98973,201308,989.70776,201308,7174.40848,201308,1155.58203,201308,2562.3984,201308,575.84045,201308,30.51739,201308,164.11009,201308,2080.52136,201308,260.60614,201308,4672.59503,201308,2654.01569,201308,8987.38858,201308,3004.88372,201308,410.81792,201308,7307.65124,0.0,0.0,201308,2213.22558,201308,282.50079,201308,3142.65869,201308,15279.09452,201308,3037.4918,0.0,0.0,201308,1985.70969,201308,886.35104,201308,6228.94617,201308,3772.26703,201308,4283.53726,149426.05293000003
58,201307,4260.02458,201307,53.09942,201307,3918.46184,201307,3207.09775,201307,118.02983,201307,3107.33459,201307,95.8988,0.0,0.0,201307,212.70769,201307,4685.40812,201307,4475.51372,201307,129.44515,201307,0.0726,201307,7818.44102,201307,9111.7217,201307,3468.1232,201307,3038.04718,201307,7113.16838,201307,1957.16957,201307,2.33268,201307,1865.3183,201307,578.20595,201307,5312.45909,201307,2187.1846,201307,1057.91462,201307,7433.73628,201307,1092.99682,201307,2575.08379,201307,635.62572,201307,171.40864,201307,263.05157,201307,2205.13104,201307,577.33844,201307,4974.02768,201307,2623.4418,201307,8635.08448,201307,3026.40299,201307,6.24066,201307,9020.9532,0.0,0.0,201307,2177.40407,201307,242.62609,201307,2980.46371,201307,15394.98429,201307,3093.17601,0.0,0.0,201307,2408.95418,201307,723.00113,201307,6315.85733,201307,4292.15608,201307,4224.52632,152866.85269999996
59,201306,4311.83648,201306,52.75773,201306,3799.20792,201306,2865.46775,201306,119.60669,201306,2737.53976,201306,23.59438,0.0,0.0,201306,170.01214,201306,4429.40239,201306,4428.49153,201306,127.0716,201306,4.33406,201306,7092.24739,201306,7647.38142,201306,2990.75564,201306,2399.50616,201306,6852.13844,201306,1994.13529,201306,3.51633,201306,1595.83942,201306,184.70362,201306,4865.53478,201306,1678.46549,201306,1056.32304,201306,6498.6231,201306,889.15897,201306,2195.98444,201306,568.31661,201306,65.60641,201306,174.73529,201306,2134.17862,201306,288.62749,201306,4626.57637,201306,2163.08641,201306,7711.30505,201306,2403.15141,201306,345.32639,201306,8020.54069,0.0,0.0,201306,2193.1607,201306,234.69979,201306,3158.35247,201306,14401.22229,201306,2913.6607,0.0,0.0,201306,2087.56698,201306,109.35783,201306,6183.289,201306,3551.38589,201306,3935.4337,138283.21605
60,201305,3956.0578,201305,37.15862,201305,3862.64865,201305,2412.21905,201305,54.20457,201305,2767.49388,201305,-1.24869,0.0,0.0,201305,113.45759,201305,4122.63812,201305,2964.2186,201305,132.17098,201305,7.3598,201305,5892.50564,201305,7050.86025,201305,2488.61198,201305,2216.29629,201305,6033.10351,201305,1735.95835,201305,2.73578,201305,854.27331,201305,44.98153,201305,4204.00136,201305,1500.72594,201305,410.83262,201305,5955.52015,201305,964.65595,201305,1752.36682,201305,364.51895,201305,14.93841,201305,147.32313,201305,1900.37437,201305,373.86416,201305,3162.54769,201305,2002.12566,201305,7697.06501,201305,2381.77,201305,93.94792,201305,7773.43008,0.0,0.0,201305,1839.05843,201305,126.97247,201305,2709.53047,201305,12260.72379,201305,2925.1786,0.0,0.0,201305,1375.61337,201305,0.0,201305,4547.04629,201305,2973.26928,201305,3307.39349,119512.50002
61,201304,3696.58144,201304,39.84225,201304,3554.07508,201304,2330.87224,201304,58.31894,201304,2617.09954,201304,-2.1208,0.0,0.0,201304,107.65884,201304,3583.06336,201304,2186.16458,201304,125.85071,201304,7.4897,201304,6215.15321,201304,7024.05792,201304,2327.96733,201304,2146.81244,201304,5637.3428,201304,1228.25389,201304,4.32727,201304,660.93806,201304,249.89814,201304,3698.34139,201304,1529.74215,201304,816.15754,201304,5881.89655,201304,1403.84211,201304,1634.53888,201304,386.85143,201304,10.17447,201304,97.40734,201304,1594.59829,201304,243.30052,201304,2816.65281,201304,1963.00861,201304,7490.58066,201304,1997.95291,201304,187.98046,201304,6985.42636,0.0,0.0,201304,1608.58804,201304,210.29379,201304,3654.66794,201304,9956.44906,201304,2174.68016,0.0,0.0,201304,1015.60357,201304,23.79788,201304,4437.91692,201304,3018.09448,201304,3196.49126,111834.68251999999
62,201303,3608.9408,201303,56.43259,201303,3245.83559,201303,2467.32023,201303,29.97111,201303,2663.22838,201303,2.20602,0.0,0.0,201303,99.46388,201303,3442.02824,201303,2920.58489,201303,82.97795,201303,10.49779,201303,7271.65057,201303,7080.82896,201303,2644.1252,201303,2255.15731,201303,7940.58929,201303,1903.43347,201303,6.06537,201303,1390.82687,201303,528.26522,201303,4335.88458,201303,1914.31473,201303,663.60855,201303,6323.2757,201303,1660.55535,201303,2248.1884,201303,393.42453,201303,250.64825,201303,221.81969,201303,2168.84877,201303,607.98913,201303,4236.81799,201303,2656.08225,201303,8133.03711,201303,2138.09372,201303,378.45299,201303,8114.37016,0.0,0.0,201303,2135.78314,201303,278.57478,201303,3100.3053,201303,10625.51744,201303,2791.83314,0.0,0.0,201303,2313.54965,201303,851.84008,201303,5521.77729,201303,3250.84184,201303,3667.69609,130633.56038000001
63,201302,3181.59615,201302,53.86871,201302,2798.26809,201302,2424.8392,201302,60.35892,201302,2728.07522,201302,185.25487,0.0,0.0,201302,56.83318,201302,2701.30621,201302,2196.31964,201302,71.58245,201302,7.70834,201302,7592.77944,201302,6983.32298,201302,2611.40601,201302,2663.93974,201302,7152.59511,201302,1696.21227,201302,10.46338,201302,1156.04921,201302,459.0562,201302,4747.55415,201302,1956.47047,201302,587.3452,201302,5835.32087,201302,1533.014,201302,2159.68576,201302,359.8119,201302,312.89616,201302,204.38996,201302,1989.7324,201302,658.29719,201302,3876.28258,201302,2373.82442,201302,7747.73452,201302,2186.8518,201302,358.45823,201302,7700.57258,0.0,0.0,201302,1893.24245,201302,244.49605,201302,2119.58549,201302,10110.61032,201302,2563.47474,0.0,0.0,201302,1706.4845,201302,381.67039,201302,6136.46744,201302,3088.74271,201302,3921.95327,123546.80487000007
64,201301,3558.45063,201301,59.02896,201301,3755.04712,201301,2717.8695,201301,65.33766,201301,3111.69995,201301,117.95148,0.0,0.0,201301,93.08864,201301,3255.45471,201301,3251.93822,201301,92.05577,201301,11.00494,201301,7812.61379,201301,8630.92837,201301,3097.7573,201301,2585.62393,201301,7662.56532,201301,1860.25605,201301,10.18632,201301,1434.50988,201301,630.42361,201301,4884.818,201301,2321.14528,201301,463.05893,201301,6703.50186,201301,1677.46598,201301,2432.21626,201301,456.17377,201301,305.63657,201301,199.52523,201301,2386.96241,201301,585.47116,201301,3897.47873,201301,2281.54616,201301,8044.08214,201301,2568.5466,201301,405.06946,201301,8165.40598,0.0,0.0,201301,2083.39303,201301,302.44116,201301,2805.72051,201301,11733.07703,201301,2897.72591,0.0,0.0,201301,1431.59199,201301,451.79446,201301,7454.48492,201301,3199.18414,201301,4153.51126,138104.82108
65,201212,3851.98431,201212,61.45338,201212,3727.69466,201212,2659.19281,201212,81.51811,201212,3184.52375,201212,75.88264,0.0,0.0,201212,95.0338,201212,3278.72484,201212,2189.24439,201212,132.83659,201212,11.2736,201212,7566.03555,201212,8414.21193,201212,3220.95228,201212,2570.91078,201212,7320.26908,201212,2086.33042,201212,5.59407,201212,1258.43492,201212,363.72236,201212,4710.25255,201212,2534.32686,201212,548.64689,201212,6862.58544,201212,1498.19098,201212,2366.18025,201212,445.36015,201212,260.0879,201212,102.84381,201212,2230.40559,201212,417.44892,201212,3860.24011,201212,2441.62374,201212,7712.94684,201212,2423.58998,201212,343.74799,201212,7683.45667,0.0,0.0,201212,2230.94791,201212,301.23707,201212,3440.1192,201212,11617.42968,201212,2742.54948,0.0,0.0,201212,1169.01281,201212,580.86978,201212,6610.99463,201212,2782.68737,201212,4005.30076,134078.90763
66,201211,4101.78429,201211,60.2656,201211,3357.78717,201211,2052.25265,201211,60.17675,201211,2743.21641,201211,47.3836,0.0,0.0,201211,174.5996,201211,3043.74687,201211,2497.76644,201211,128.4173,201211,11.6705,201211,7079.45237,201211,8082.41036,201211,3109.63911,201211,2273.32682,201211,6932.68434,201211,2058.22604,201211,4.76163,201211,1898.06757,201211,233.93647,201211,4522.66442,201211,1989.98961,201211,579.94709,201211,5505.63791,201211,1622.58036,201211,2095.72176,201211,494.97651,201211,110.04325,201211,141.74188,201211,2013.61231,201211,453.80703,201211,4849.52703,201211,2320.55512,201211,6121.6944,201211,2104.52175,201211,384.17302,201211,6939.72695,0.0,0.0,201211,2199.6404,201211,251.24515,201211,3686.03868,201211,11589.97619,201211,2644.21631,0.0,0.0,201211,1285.15394,201211,772.16741,201211,6967.70088,201211,3033.22114,201211,4095.21337,128727.06575999998
67,201210,3818.23576,201210,54.03867,201210,3595.34411,201210,1764.77832,201210,97.99522,201210,3046.36607,201210,42.0649,0.0,0.0,201210,136.61279,201210,3821.82328,201210,3066.43428,201210,132.18433,201210,12.43245,201210,6295.40339,201210,6929.5273,201210,2621.52539,201210,2182.33718,201210,6541.70048,201210,1834.16665,201210,5.83804,201210,1502.86957,201210,38.59305,201210,4143.39444,201210,1953.16117,201210,257.39908,201210,5458.17732,201210,1635.09256,201210,2181.07095,201210,512.52802,201210,1.60289,201210,95.33047,201210,2126.86701,201210,363.95363,201210,3340.95065,201210,2202.7126,201210,5390.90433,201210,2355.09759,201210,402.48107,201210,6983.39677,0.0,0.0,201210,1863.28387,201210,293.88326,201210,2905.07668,201210,12511.77317,201210,3022.22689,0.0,0.0,201210,631.97174,201210,742.82926,201210,5371.89256,201210,2793.98479,201210,3918.02478,120999.33878000003
68,201209,4181.63278,201209,55.5017,201209,3382.8603,201209,2473.63103,201209,126.13274,201209,2776.28605,201209,46.82209,0.0,0.0,201209,146.83003,201209,4072.90712,201209,3747.28406,201209,127.73227,201209,6.88515,201209,6204.92162,201209,7329.73059,201209,2840.7848,201209,2625.20009,201209,6059.53253,201209,1980.72288,201209,3.78051,201209,1382.36716,201209,28.10419,201209,4369.74333,201209,1913.26509,201209,638.29675,201209,6233.08184,201209,1518.76766,201209,2094.31438,201209,532.83693,201209,0.02868,201209,112.42709,201209,2475.15067,201209,299.40538,201209,3610.22922,201209,2131.38281,201209,5670.7595,201209,2366.73063,201209,344.90325,201209,6754.78004,0.0,0.0,201209,2072.79154,201209,278.49117,201209,2887.43672,201209,12873.57892,201209,2810.97593,0.0,0.0,201209,692.84028,201209,690.54318,201209,5981.84694,201209,2898.1125,201209,3736.23795,125588.60806999999
69,201208,5125.59063,201208,56.61636,201208,3645.50755,201208,2611.01877,201208,135.59982,201208,3173.82785,201208,62.88484,0.0,0.0,201208,153.34285,201208,4783.44055,201208,4318.84141,201208,135.32126,201208,2.5005,201208,7653.43458,201208,8754.14313,201208,3579.76681,201208,2862.24072,201208,8086.13442,201208,2099.07986,201208,3.69069,201208,1789.5294,201208,369.05871,201208,5459.15934,201208,2221.69277,201208,804.77588,201208,6932.34051,201208,1456.07784,201208,2400.58914,201208,558.20749,201208,103.83537,201208,274.31724,201208,2155.01904,201208,693.7063,201208,5081.55702,201208,2580.22091,201208,9265.21003,201208,3024.33216,201208,258.54931,201208,8556.65021,0.0,0.0,201208,2828.6296,201208,289.04211,201208,3599.93014,201208,14186.89254,201208,3014.15221,0.0,0.0,201208,1563.29303,201208,554.34929,201208,7061.86682,201208,3684.95907,201208,4170.12908,152181.05516000005
70,201207,5547.40236,201207,54.60999,201207,3484.84435,201207,2460.76503,201207,125.17708,201207,3430.93732,201207,70.23474,0.0,0.0,201207,218.20985,201207,4697.3571,201207,5090.24879,201207,131.99656,201207,0.71739,201207,8098.80447,201207,9385.43299,201207,3802.62348,201207,3001.49403,201207,8179.57661,201207,2330.56385,201207,2.90779,201207,2322.97513,201207,356.0417,201207,5532.42948,201207,2262.3412,201207,1068.62749,201207,7604.24732,201207,806.81489,201207,2408.44399,201207,524.71635,201207,205.32929,201207,526.88035,201207,2405.64408,201207,824.2154,201207,6354.0539,201207,2714.94434,201207,9670.48783,201207,3138.51362,201207,103.76246,201207,9781.95847,0.0,0.0,201207,3332.54915,201207,288.78494,201207,4397.22632,201207,14299.73273,201207,2927.14492,0.0,0.0,201207,2356.30791,201207,2.1379,201207,6767.30645,201207,3716.17428,201207,3636.56686,160450.26252999998
71,201206,4467.00104,201206,56.54706,201206,3390.78441,201206,2645.7528,201206,128.91225,201206,3001.46583,201206,58.04737,0.0,0.0,201206,152.11126,201206,4079.0295,201206,3830.19235,201206,128.61779,201206,1.69137,201206,6858.83987,201206,8122.78123,201206,2962.59623,201206,2578.16502,201206,7558.46555,201206,1897.7905,201206,3.39091,201206,1247.76101,201206,98.72105,201206,4482.93742,201206,1629.24693,201206,589.0409,201206,6628.95188,201206,437.26176,201206,1980.48139,201206,125.63344,201206,26.45282,201206,153.25345,201206,2243.08811,201206,256.81579,201206,4651.49796,201206,2303.67015,201206,7554.52858,201206,2771.19797,201206,0.0,201206,7512.59719,0.0,0.0,201206,2480.36547,201206,161.82072,201206,3092.54588,201206,12950.3809,201206,2558.81697,0.0,0.0,201206,1474.52081,201206,0.91596,201206,5773.56536,201206,2858.64009,201206,3294.14382,131261.03612
72,201205,3417.47399,201205,52.53997,201205,3167.0735,201205,2597.02734,201205,72.02631,201205,2446.90585,201205,47.96975,0.0,0.0,201205,156.25896,201205,3782.79506,201205,4131.78242,201205,131.41366,201205,1.65708,201205,6217.77387,201205,6907.88904,201205,2487.62355,201205,2069.56195,201205,6579.92916,201205,1678.06263,201205,2.88151,201205,1252.64032,201205,19.17546,201205,4288.26137,201205,1213.98658,201205,642.44936,201205,5483.45071,201205,321.6994,201205,1615.39113,201205,81.27064,201205,1.26108,201205,94.44032,201205,1946.67305,201205,148.78636,201205,4382.60711,201205,2077.7767,201205,6733.89323,201205,2418.89405,201205,0.0,201205,7057.8952,0.0,0.0,201205,2440.01034,201205,233.37997,201205,3429.47162,201205,10774.75031,201205,2072.18704,0.0,0.0,201205,1020.41823,201205,2.66308,201205,5504.83584,201205,1934.80711,201205,2840.92538,115982.64658999997
73,201204,2951.97415,201204,56.0418,201204,2722.68678,201204,1563.38484,201204,106.11282,201204,2415.07491,201204,37.44363,0.0,0.0,201204,60.71411,201204,3160.43453,201204,3188.3378,201204,123.52402,201204,1.54166,201204,5219.26102,201204,6543.11368,201204,2081.54347,201204,1576.56579,201204,5148.68116,201204,718.32163,201204,1.78044,201204,840.09464,201204,65.16445,201204,3680.86054,201204,1404.57807,201204,621.05073,201204,4620.19199,201204,549.34124,201204,1638.72047,201204,121.84002,201204,7.60472,201204,80.30523,201204,1294.24995,201204,52.29439,201204,3333.83014,201204,2013.42595,201204,6616.40956,201204,1528.00224,201204,0.0,201204,4996.09069,0.0,0.0,201204,2306.68403,201204,189.16461,201204,2843.02188,201204,7995.85537,201204,2203.10213,0.0,0.0,201204,505.24667,201204,1.9646,201204,4574.99548,201204,2048.58399,201204,2476.22866,96285.44068000001
74,201203,2676.72234,201203,59.66297,201203,2839.22485,201203,2267.97565,201203,146.4567,201203,2688.96369,201203,43.27767,0.0,0.0,201203,30.15432,201203,3491.60063,201203,2951.78723,201203,121.03362,201203,6.96699,201203,5414.43873,201203,6511.92121,201203,2600.72651,201203,1817.0061,201203,6120.38869,201203,1167.89813,201203,2.82578,201203,739.85186,201203,44.99568,201203,3839.59545,201203,1521.23506,201203,547.32031,201203,5517.77586,201203,1034.46264,201203,1913.16345,201203,167.19606,201203,89.3328,201203,92.60712,201203,1691.23861,201203,91.91628,201203,3585.4788,201203,2394.54031,201203,6253.62533,201203,1813.71303,201203,68.17471,201203,6457.72497,0.0,0.0,201203,2290.95333,201203,193.90705,201203,1796.20214,201203,9225.0758,201203,2123.29935,0.0,0.0,201203,817.53241,201203,4.90894,201203,4942.56027,201203,2034.23738,201203,3273.88999,105525.54679999998
75,201202,2361.12015,201202,57.88251,201202,3056.2767,201202,2584.8497,201202,146.77276,201202,2774.99867,201202,46.05622,0.0,0.0,201202,52.59635,201202,3031.31945,201202,2574.64823,201202,118.8427,201202,7.14253,201202,6737.56829,201202,7264.47903,201202,2954.31345,201202,2075.19846,201202,6623.09948,201202,1517.8329,201202,3.85265,201202,871.70022,201202,69.13575,201202,3862.67471,201202,1942.88683,201202,335.67574,201202,5936.30359,201202,1527.61276,201202,2063.57288,201202,192.36462,201202,172.04138,201202,86.607,201202,2041.82949,201202,362.70502,201202,3692.5262,201202,2427.7549,201202,7134.01957,201202,2524.58869,201202,363.54411,201202,6064.99873,0.0,0.0,201202,2052.48006,201202,191.59102,201202,1781.91615,201202,9571.2682,201202,2318.7366,0.0,0.0,201202,1245.57188,201202,2.32781,201202,5007.95671,201202,2207.11561,201202,3831.69048,113872.04694000006
76,201201,3105.99798,201201,59.79916,201201,3745.58033,201201,2750.301,201201,148.20268,201201,2838.45376,201201,74.81868,0.0,0.0,201201,46.23862,201201,3043.21195,201201,3128.48191,201201,125.42018,201201,12.25795,201201,7480.8439,201201,8215.5512,201201,3069.25605,201201,2350.52419,201201,7611.20698,201201,2052.87333,201201,3.95374,201201,1078.48111,201201,450.2732,201201,4244.45892,201201,2136.06425,201201,578.74264,201201,5992.26411,201201,1579.48966,201201,2261.56587,201201,322.50141,201201,290.09695,201201,136.72093,201201,2370.27101,201201,585.98461,201201,4189.68154,201201,2605.75663,201201,7464.15698,201201,2832.57581,201201,364.99862,201201,8358.92954,0.0,0.0,201201,2297.80914,201201,246.20891,201201,1560.3237,201201,10491.50949,201201,2361.71263,0.0,0.0,201201,1418.92558,201201,407.27973,201201,5701.90662,201201,2765.91174,201201,4133.41496,129090.98987999996
77,201112,3438.27691,201112,63.86786,201112,3823.02982,201112,2504.54814,201112,150.34075,201112,2909.96084,201112,0.0,0.0,0.0,201112,39.65508,201112,3331.53797,201112,3846.71451,201112,61.55054,201112,10.84013,201112,7710.1215,201112,8416.64521,201112,3054.8248,201112,2816.83579,201112,7688.24499,201112,2102.00334,201112,2.87728,201112,1252.14558,201112,187.79764,201112,4439.05369,201112,2103.74392,201112,787.09241,201112,6456.73628,201112,1643.03004,201112,2349.47361,201112,498.63191,201112,147.88904,201112,88.43929,201112,2503.65264,201112,265.48398,201112,3522.44511,201112,2523.31029,201112,7141.0166,201112,2835.29153,201112,396.52833,201112,7266.87612,0.0,0.0,201112,2160.69676,201112,256.77038,201112,1693.68083,201112,11957.47102,201112,2796.05737,0.0,0.0,201112,950.33818,201112,913.08369,201112,6187.91716,201112,3378.22545,201112,4253.96186,132928.71617
78,201111,3622.24661,201111,60.70231,201111,3729.29552,201111,2056.03795,201111,122.7588,201111,2589.83741,201111,0.0,0.0,0.0,201111,39.03291,201111,3362.46699,201111,3017.19937,201111,102.81321,201111,10.19628,201111,7041.56456,201111,7871.49876,201111,2761.05148,201111,2622.06779,201111,6763.64325,201111,2131.49823,201111,5.95803,201111,1385.43224,201111,44.01452,201111,4282.36428,201111,1996.83512,201111,464.50283,201111,5864.48629,201111,1598.82313,201111,2015.41873,201111,583.00294,201111,151.95183,201111,98.41718,201111,1947.67079,201111,230.62841,201111,3706.69992,201111,2181.0093,201111,6231.66553,201111,2516.90444,201111,390.97837,201111,7622.33957,0.0,0.0,201111,1856.58034,201111,67.29263,201111,2102.17177,201111,10525.30306,201111,2513.96538,0.0,0.0,201111,997.98707,201111,818.54081,201111,5094.46624,201111,2648.95687,201111,3614.43173,121462.71078000001
79,201110,4099.60468,201110,46.0242,201110,3772.36642,201110,2382.77902,201110,166.51954,201110,2718.42567,201110,-1.3229,0.0,0.0,201110,41.51731,201110,3487.82232,201110,3062.60998,201110,130.42428,201110,9.93555,201110,7075.34425,201110,8359.26226,201110,2885.327,201110,2343.36995,201110,7365.74305,201110,1646.55134,201110,4.11889,201110,1373.8066,201110,132.14562,201110,4682.06483,201110,1947.70036,201110,513.97907,201110,6279.76355,201110,1733.14977,201110,2091.54004,201110,484.80458,201110,43.93278,201110,99.79427,201110,2018.45799,201110,482.34891,201110,3265.88301,201110,2268.04139,201110,7695.75363,201110,2320.33539,201110,408.31543,201110,7301.75262,0.0,0.0,201110,1787.86412,201110,10.77654,201110,2170.72369,201110,12123.60595,201110,3009.50071,0.0,0.0,201110,860.18064,201110,830.09823,201110,4631.36576,201110,3101.7121,201110,3361.15247,126626.97286000001
80,201109,4005.1317,201109,54.29814,201109,3899.81869,201109,2470.42772,201109,153.09749,201109,2908.86983,201109,-1.33669,0.0,0.0,201109,53.39028,201109,4416.3603,201109,4826.9802,201109,107.08435,201109,8.1374,201109,6947.59222,201109,8069.47477,201109,3228.57526,201109,2201.46226,201109,6966.68295,201109,2172.68175,201109,3.68784,201109,1381.88242,201109,75.2465,201109,5123.37401,201109,2009.79047,201109,673.03283,201109,6233.98758,201109,1549.63719,201109,2179.01519,201109,556.73297,201109,33.97307,201109,176.92322,201109,2537.72466,201109,739.4081,201109,4660.42269,201109,2034.0375,201109,8466.53308,201109,2521.21881,201109,400.50895,201109,8007.42239,0.0,0.0,201109,2643.30245,201109,102.30909,201109,3224.55656,201109,14119.2038,201109,2981.53256,0.0,0.0,201109,1624.06622,201109,929.88976,201109,6689.39983,201109,3145.33888,201109,3628.26189,140941.14912999998
